activity_id,date,site_id,characteristic_name,result_value,result_unit,sample_medium,activity_type,latitude,longitude,source_type
nwisia.01.01201871,2012-08-23,USGS-05454500,Specific conductance,492.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700042,1947-09-25,USGS-05454500,Specific conductance,461.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500017,1945-02-19,USGS-05454500,Specific conductance,401.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500017,1945-02-19,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500017,1945-02-19,USGS-05454500,Nitrate,1.51,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101581,2001-05-03,USGS-05454500,"Temperature, water",18.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500036,1945-07-28,USGS-05454500,Specific conductance,545.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500036,1945-07-28,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500036,1945-07-28,USGS-05454500,Nitrate,1.94,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101581,2001-05-03,USGS-05454500,Specific conductance,497.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200007,1952-03-11,USGS-05454500,Specific conductance,242.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200007,1952-03-11,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400032,1954-09-15,USGS-05454500,Specific conductance,546.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400032,1954-09-15,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600007,1946-01-01,USGS-05454500,Specific conductance,581.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00200341,2001-10-12,USGS-05454500,"Temperature, water",15.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.01201871,2012-08-23,USGS-05454500,Nitrate,0.319,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800604,2008-06-14,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800604,2008-06-14,USGS-05454500,Nitrate,5.13,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00200341,2001-10-12,USGS-05454500,Specific conductance,466.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800604,2008-06-14,USGS-05454500,Specific conductance,363.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800621,2008-06-20,USGS-05454500,"Temperature, water",22.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800621,2008-06-20,USGS-05454500,Specific conductance,293.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800621,2008-06-20,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800621,2008-06-20,USGS-05454500,Nitrate,3.6,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700079,2006-12-19,USGS-05454500,"Temperature, water",1.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800605,2008-06-15,USGS-05454500,"Temperature, water",22.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800605,2008-06-15,USGS-05454500,Specific conductance,361.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800605,2008-06-15,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00800605,2008-06-15,USGS-05454500,Nitrate,4.94,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700079,2006-12-19,USGS-05454500,Specific conductance,617.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200012,1952-05-28,USGS-05454500,Specific conductance,497.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200012,1952-05-28,USGS-05454500,pH,8.1,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300009,1952-11-17,USGS-05454500,Specific conductance,301.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300009,1952-11-17,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800019,1948-03-21,USGS-05454500,Specific conductance,159.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800019,1948-03-21,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800019,1948-03-21,USGS-05454500,Nitrate,1.81,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700119,2007-02-20,USGS-05454500,"Temperature, water",0.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500041,1945-08-26,USGS-05454500,Specific conductance,416.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500041,1945-08-26,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500041,1945-08-26,USGS-05454500,Nitrate,1.72,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700119,2007-02-20,USGS-05454500,Specific conductance,845.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500002,1944-10-11,USGS-05454500,Specific conductance,491.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400012,1954-04-18,USGS-05454500,Specific conductance,445.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400012,1954-04-18,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700032,1907-08-28,USGS-05454500,Turbidity,80.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700032,1907-08-28,USGS-05454500,Nitrate,0.678,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700119,2007-02-20,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200001,1951-10-01,USGS-05454500,Specific conductance,420.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200001,1951-10-01,USGS-05454500,pH,8.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700003,1906-10-27,USGS-05454500,Turbidity,25.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700003,1906-10-27,USGS-05454500,Nitrate,0.294,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700411,2007-07-27,USGS-05454500,"Temperature, water",25.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300007,1952-10-01,USGS-05454500,Specific conductance,554.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300007,1952-10-01,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200009,1952-04-01,USGS-05454500,Specific conductance,491.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200009,1952-04-01,USGS-05454500,pH,8.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400013,1954-04-27,USGS-05454500,Specific conductance,379.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400013,1954-04-27,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700023,1907-05-29,USGS-05454500,Turbidity,190.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700023,1907-05-29,USGS-05454500,Nitrate,0.655,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700411,2007-07-27,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400019,1954-06-07,USGS-05454500,Specific conductance,483.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400019,1954-06-07,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94400024,1944-09-11,USGS-05454500,Specific conductance,491.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700248,2007-05-24,USGS-05454500,"Temperature, water",20.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700011,1907-01-29,USGS-05454500,Turbidity,10.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700011,1907-01-29,USGS-05454500,Nitrate,0.52,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700036,1947-07-16,USGS-05454500,"Temperature, water",29.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700036,1947-07-16,USGS-05454500,Specific conductance,476.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500033,1945-07-01,USGS-05454500,Specific conductance,511.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700025,1947-05-11,USGS-05454500,"Temperature, water",18.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700025,1947-05-11,USGS-05454500,Specific conductance,506.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400010,1954-04-09,USGS-05454500,Specific conductance,376.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400010,1954-04-09,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400016,1954-06-02,USGS-05454500,Specific conductance,339.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400016,1954-06-02,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00100268,1901-01-01,USGS-05454500,"Temperature, water",15.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00100268,1901-01-01,USGS-05454500,Specific conductance,503.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300022,1953-04-01,USGS-05454500,Specific conductance,414.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300022,1953-04-01,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94400016,1944-06-21,USGS-05454500,Specific conductance,416.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300010,1952-11-21,USGS-05454500,Specific conductance,418.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300010,1952-11-21,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200003,1951-12-01,USGS-05454500,Specific conductance,498.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200003,1951-12-01,USGS-05454500,pH,7.8,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700027,1907-07-08,USGS-05454500,Turbidity,1200.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700027,1907-07-08,USGS-05454500,Nitrate,0.678,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700248,2007-05-24,USGS-05454500,Specific conductance,551.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700015,1947-02-01,USGS-05454500,Specific conductance,511.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94900004,1949-06-04,USGS-05454500,Specific conductance,395.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700006,1946-11-01,USGS-05454500,Specific conductance,526.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700021,1907-05-09,USGS-05454500,Turbidity,50.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700033,1907-09-07,USGS-05454500,Turbidity,50.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700033,1907-09-07,USGS-05454500,Nitrate,0.136,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700248,2007-05-24,USGS-05454500,pH,8.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400003,1953-11-01,USGS-05454500,Specific conductance,561.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400003,1953-11-01,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500042,1945-09-01,USGS-05454500,Specific conductance,483.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500004,1944-11-01,USGS-05454500,Specific conductance,493.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300033,1953-07-23,USGS-05454500,Specific conductance,449.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300033,1953-07-23,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700028,1947-06-11,USGS-05454500,"Temperature, water",16.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700028,1947-06-11,USGS-05454500,Specific conductance,354.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500039,1945-08-18,USGS-05454500,Specific conductance,420.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500039,1945-08-18,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500039,1945-08-18,USGS-05454500,Nitrate,1.63,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700129,2007-03-20,USGS-05454500,"Temperature, water",5.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700022,1907-05-19,USGS-05454500,Turbidity,540.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700022,1907-05-19,USGS-05454500,Nitrate,1.22,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700129,2007-03-20,USGS-05454500,Specific conductance,350.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500018,1945-02-21,USGS-05454500,Specific conductance,384.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500008,1944-12-01,USGS-05454500,Specific conductance,556.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800010,1947-12-18,USGS-05454500,Specific conductance,521.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800010,1947-12-18,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800010,1947-12-18,USGS-05454500,Nitrate,2.26,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700129,2007-03-20,USGS-05454500,pH,7.8,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400022,1954-06-20,USGS-05454500,Specific conductance,362.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400022,1954-06-20,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700014,1947-01-21,USGS-05454500,Specific conductance,506.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600005,1945-11-21,USGS-05454500,"Temperature, water",1.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600005,1945-11-21,USGS-05454500,Specific conductance,533.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400014,1954-05-01,USGS-05454500,Specific conductance,333.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400014,1954-05-01,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600029,1946-08-11,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600029,1946-08-11,USGS-05454500,Specific conductance,408.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700010,1907-01-16,USGS-05454500,Turbidity,120.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700010,1907-01-16,USGS-05454500,Nitrate,0.384,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700101,2007-01-23,USGS-05454500,"Temperature, water",0.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400006,1954-02-01,USGS-05454500,Specific conductance,642.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400006,1954-02-01,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300032,1953-07-16,USGS-05454500,Specific conductance,485.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300032,1953-07-16,USGS-05454500,pH,7.8,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400009,1954-04-01,USGS-05454500,Specific conductance,471.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400009,1954-04-01,USGS-05454500,pH,7.4,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700019,1947-03-11,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700019,1947-03-11,USGS-05454500,Specific conductance,335.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700012,1907-02-08,USGS-05454500,Turbidity,15.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700012,1907-02-08,USGS-05454500,Nitrate,0.497,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700101,2007-01-23,USGS-05454500,Specific conductance,725.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95100004,1951-07-03,USGS-05454500,Specific conductance,323.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400028,1954-07-31,USGS-05454500,Specific conductance,482.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400028,1954-07-31,USGS-05454500,pH,7.8,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700009,1946-12-01,USGS-05454500,"Temperature, water",4.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700009,1946-12-01,USGS-05454500,Specific conductance,562.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700016,1947-02-11,USGS-05454500,Specific conductance,425.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600012,1946-02-21,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600012,1946-02-21,USGS-05454500,Specific conductance,401.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94400010,1944-04-21,USGS-05454500,Specific conductance,475.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700020,1947-03-21,USGS-05454500,"Temperature, water",4.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700020,1947-03-21,USGS-05454500,Specific conductance,416.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700029,1947-06-20,USGS-05454500,"Temperature, water",16.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700029,1947-06-20,USGS-05454500,Specific conductance,354.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700029,1947-06-20,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700029,1947-06-20,USGS-05454500,Nitrate,2.71,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700101,2007-01-23,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.91300002,1913-07-01,USGS-05454500,Turbidity,380.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.91300002,1913-07-01,USGS-05454500,Nitrate,1.58,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700540,2007-08-29,USGS-05454500,"Temperature, water",24.7,deg C,Water,Quality Control Sample-Field Replicate,41.656,-91.536,public observation
nwisia.01.90600003,1906-09-26,USGS-05454500,Turbidity,120.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90600003,1906-09-26,USGS-05454500,Nitrate,0.384,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700540,2007-08-29,USGS-05454500,Specific conductance,400.0,uS/cm @25C,Water,Quality Control Sample-Field Replicate,41.656,-91.536,public observation
nwisia.01.94500013,1945-01-11,USGS-05454500,Specific conductance,593.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300018,1953-02-20,USGS-05454500,Specific conductance,164.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300018,1953-02-20,USGS-05454500,pH,7.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600015,1946-03-21,USGS-05454500,"Temperature, water",13.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600015,1946-03-21,USGS-05454500,Specific conductance,422.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400031,1954-09-04,USGS-05454500,Specific conductance,482.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400031,1954-09-04,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400017,1954-06-02,USGS-05454500,"Temperature, water",16.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700027,1947-06-01,USGS-05454500,"Temperature, water",18.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700027,1947-06-01,USGS-05454500,Specific conductance,264.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600003,1945-11-01,USGS-05454500,"Temperature, water",7.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600003,1945-11-01,USGS-05454500,Specific conductance,507.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700041,1947-09-16,USGS-05454500,Specific conductance,493.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700039,1947-08-20,USGS-05454500,"Temperature, water",28.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700039,1947-08-20,USGS-05454500,Specific conductance,464.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300016,1953-01-31,USGS-05454500,Specific conductance,523.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300016,1953-01-31,USGS-05454500,pH,7.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200006,1952-02-12,USGS-05454500,Specific conductance,444.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200006,1952-02-12,USGS-05454500,pH,8.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700016,1907-03-20,USGS-05454500,Turbidity,90.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700016,1907-03-20,USGS-05454500,Nitrate,0.294,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700540,2007-08-29,USGS-05454500,pH,7.8,std units,Water,Quality Control Sample-Field Replicate,41.656,-91.536,public observation
nwisia.01.94500015,1945-02-01,USGS-05454500,Specific conductance,606.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94400007,1944-02-11,USGS-05454500,Specific conductance,443.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600022,1946-06-01,USGS-05454500,"Temperature, water",21.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600022,1946-06-01,USGS-05454500,Specific conductance,487.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.91300003,1913-07-17,USGS-05454500,Turbidity,200.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.91300003,1913-07-17,USGS-05454500,Nitrate,0.045,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700615,2007-09-19,USGS-05454500,"Temperature, water",19.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500024,1945-04-21,USGS-05454500,Specific conductance,497.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.91300004,1913-08-13,USGS-05454500,Turbidity,170.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.91300004,1913-08-13,USGS-05454500,Nitrate,0.136,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700615,2007-09-19,USGS-05454500,Specific conductance,552.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300029,1953-06-28,USGS-05454500,Specific conductance,278.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300029,1953-06-28,USGS-05454500,pH,7.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500012,1945-01-03,USGS-05454500,Specific conductance,635.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500012,1945-01-03,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500012,1945-01-03,USGS-05454500,Nitrate,1.33,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00700615,2007-09-19,USGS-05454500,pH,8.1,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600024,1946-06-21,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600024,1946-06-21,USGS-05454500,Specific conductance,407.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300037,1953-09-01,USGS-05454500,Specific conductance,533.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500007,1944-11-28,USGS-05454500,Specific conductance,511.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500007,1944-11-28,USGS-05454500,pH,8.1,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500007,1944-11-28,USGS-05454500,Nitrate,0.565,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
